localDay,localTime,g,latitude,longitude,accuracy,altitude,speed,wifi mac,wifi ssid,wifi signal level,provider,safe
Weekday,1,10.03578877,34.0440634,-118.4639599,21.38800049,0.0,0.0,NotConnected,<unknown ssid>,-127,network,1
Weekday,1,10.04679071,34.0440635,-118.4639598,21.35400009,0.0,0.0,NotConnected,<unknown ssid>,-127,network,1
Weekday,1,10.05218887,34.0440525,-118.4639323,21.63100052,0.0,0.0,NotConnected,<unknown ssid>,-127,network,1
Weekday,2,10.01524069,34.0440593,-118.4639421,21.13699913,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-65,network,1
Weekday,2,10.06187522,34.0440528,-118.4639425,21.13500023,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-66,network,1
Weekday,2,10.06003441,34.0440616,-118.4639497,21.55400085,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-67,network,1
Weekday,2,10.06603032,34.0440632,-118.4639176,21.58099937,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-66,network,1
Weekday,2,10.06708948,34.0440671,-118.4638979,21.52400017,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-66,network,1
Weekday,2,10.06727818,34.0440675,-118.4638983,21.53199959,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-66,network,1
Weekday,2,10.06101837,34.044058,-118.4639106,21.5510006,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-67,network,1
Weekday,2,10.05870677,34.0440671,-118.4638979,21.52400017,0.0,0.0,NotConnected,<unknown ssid>,-127,network,1
Weekday,2,10.06431345,34.0440671,-118.4638981,21.24399948,0.0,0.0,NotConnected,<unknown ssid>,-127,network,1
Weekday,2,10.06685227,34.0440763,-118.4638974,21.25900078,0.0,0.0,NotConnected,<unknown ssid>,-127,network,1
Weekday,2,10.06219785,34.0440495,-118.4639323,21.27700043,0.0,0.0,NotConnected,<unknown ssid>,-127,network,1
Weekday,2,10.03536646,34.044055,-118.4639318,21.04199982,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-63,network,1
Weekday,2,10.06491685,34.0440432,-118.4639225,22.17300034,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-69,network,1
Weekday,2,10.06533527,34.0440555,-118.4639344,21.42000008,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-66,network,1
Weekday,2,10.07011628,34.0440546,-118.4639331,21.42499924,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-69,network,1
Weekday,2,10.04378499,34.0440509,-118.4639279,21.88899994,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-69,network,1
Weekday,2,10.06842814,34.0440555,-118.4639344,21.42000008,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-68,network,1
Weekday,2,10.06365581,34.0440512,-118.4639282,21.88199997,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-68,network,1
Weekday,2,10.06866228,34.0440522,-118.4639297,21.86400032,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-68,network,1
Weekday,2,10.06649834,34.0440641,-118.4639481,21.60499954,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-67,network,1
Weekday,2,10.06847133,34.0440557,-118.4639415,21.125,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-65,network,1
Weekday,2,10.06739072,34.0440803,-118.4639096,21.58600044,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-68,network,1
Weekday,2,10.06641345,34.0440608,-118.4639266,21.51499939,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-66,network,1
Weekday,2,10.07044584,34.0440822,-118.463902,21.48600006,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-67,network,1
Weekday,2,10.07000718,34.0440937,-118.4638937,21.33399963,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-65,network,1
Weekday,2,10.07064509,34.0440819,-118.4639021,21.32999992,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-67,network,1
Weekday,2,10.07357122,34.0440826,-118.4638983,21.35300064,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-66,network,1
Weekday,2,10.06525113,34.0440717,-118.4639025,21.48999977,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-64,network,1
Weekday,2,10.07312739,34.0440608,-118.4639308,21.20899963,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-66,network,1
Weekday,2,10.07285814,34.0440608,-118.4639308,21.20999908,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-63,network,1
Weekday,2,10.07208023,34.0440811,-118.4639061,21.48200035,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-65,network,1
Weekday,2,10.0654683,34.0440617,-118.4639388,21.21899986,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-66,network,1
Weekday,2,10.04368434,34.0440607,-118.4639286,21.53100014,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-63,network,1
Weekday,2,10.07145188,34.0440614,-118.4639303,21.22999954,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-63,network,1
Weekday,2,10.06833418,34.0440738,-118.4639101,21.47500038,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-65,network,1
Weekday,2,10.06332451,34.0440813,-118.4639098,21.28100014,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-65,network,1
Weekday,2,10.06664991,34.0440806,-118.4639256,21.83300018,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-65,network,1
Weekday,2,10.10619463,34.0440737,-118.46391,21.4829998,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-66,network,1
Weekday,2,10.10584887,34.0440924,-118.4639052,21.34499931,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-66,network,1
Weekday,2,10.10015231,34.0440776,-118.4639218,21.50699997,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-65,network,1
Weekday,2,10.10808441,34.0440528,-118.463937,21.2140007,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-68,network,1
Weekday,2,9.309190405,34.0440741,-118.4639201,21.24200058,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-61,network,1
Weekday,7,9.680768831,34.0441067,-118.4639048,21.92300034,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-54,network,1
Weekday,7,9.652069076,34.0440985,-118.4639141,21.56900024,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-54,network,1
Weekday,7,9.656214445,34.0440975,-118.463905,21.81599998,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-55,network,1
Weekday,7,9.637792236,34.0440977,-118.4639052,21.8239994,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-55,network,1
Weekday,7,9.633039807,34.0440733,-118.463944,21.10700035,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-54,network,1
Weekday,7,9.642653093,34.0440729,-118.4639437,21.07500076,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-55,network,1
Weekday,7,9.635643957,34.0440979,-118.4639051,21.20700073,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-54,network,1
Weekday,7,9.647843637,34.0440977,-118.4639052,21.8239994,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-55,network,1
Weekday,7,9.635543003,34.044098,-118.4639051,21.89599991,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-56,network,1
Weekday,7,9.632747158,34.0440734,-118.4639441,21.16200066,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-57,network,1
Weekday,7,9.640179839,34.0440966,-118.4639081,21.84799957,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-57,network,1
Weekday,7,9.640403015,34.044096,-118.4639095,21.80599976,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-57,network,1
Weekday,7,9.659196225,34.0440849,-118.4639254,21.71100044,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-57,network,1
Weekday,7,9.649889187,34.0440865,-118.4639337,21.69300079,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-56,network,1
Weekday,7,9.642880564,34.044085,-118.4639255,21.73600006,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-57,network,1
Weekday,7,9.637527042,34.0440849,-118.4639285,20.96100044,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-57,network,1
Weekday,7,9.630562104,34.0440857,-118.4639251,21.65500069,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-57,network,1
Weekday,7,9.635422253,34.0440847,-118.4639291,20.9090004,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-57,network,1
Weekday,7,9.642696609,34.0440964,-118.4639057,21.86899948,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-57,network,1
Weekday,7,9.6330901,34.0440827,-118.4639231,21.69099998,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-56,network,1
Weekday,7,9.642617092,34.0440962,-118.4638992,21.80800056,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-57,network,1
Weekday,7,9.623516018,34.0440945,-118.4639073,21.79899979,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-57,network,1
Weekday,7,9.635356533,34.0440748,-118.4639372,20.95299911,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-57,network,1
Weekday,7,9.637807277,34.0440642,-118.46395,21.01300049,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-57,network,1
Weekday,7,9.604609305,34.0440741,-118.4639363,21.73699951,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-57,network,1
Weekday,7,9.642662587,34.0440642,-118.46395,21.01300049,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-57,network,1
Weekday,7,9.656584996,34.0440643,-118.4639501,21.02499962,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-56,network,1
Weekday,7,9.639990688,34.044074,-118.463936,21.6439991,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-56,network,1
Weekday,7,9.637935913,34.0440642,-118.46395,21.01300049,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-56,network,1
Weekday,7,9.63935396,34.044074,-118.463936,21.6439991,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-57,network,1
Weekday,7,9.646723421,34.0441005,-118.4638959,21.12299919,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-57,network,1
Weekday,7,9.617752319,34.0441005,-118.4638959,21.15500069,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-57,network,1
Weekday,7,9.629593979,34.0440858,-118.4639067,21.8220005,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-57,network,1
Weekday,7,9.622718442,34.044064,-118.4639502,21.04400063,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-57,network,1
Weekday,7,9.618099761,34.0440966,-118.463902,21.74600029,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-57,network,1
Weekday,7,9.61781578,34.0440846,-118.4639094,21.7859993,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-57,network,1
Weekday,7,9.624984939,34.0440713,-118.4639335,20.97200012,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-57,network,1
Weekday,7,9.620226184,34.0440639,-118.4639503,21.07600021,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-57,network,1
Weekday,7,9.624984939,34.0440713,-118.4639335,20.97200012,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-57,network,1
Weekday,7,9.622550752,34.0440713,-118.4639335,20.97200012,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-57,network,1
Weekday,7,9.615414293,34.0440956,-118.4639233,21.74500084,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-57,network,1
Weekday,7,9.620317782,34.0440851,-118.4639411,21.04599953,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-57,network,1
Weekday,7,9.622687124,34.044084,-118.4639277,21.33699989,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-57,network,1
Weekday,7,9.61770512,34.0440963,-118.4639227,21.74300003,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-57,network,1
Weekday,7,9.618033923,34.044097,-118.4639145,21.61899948,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-57,network,1
Weekday,7,9.624874362,34.0440962,-118.4639235,21.36800003,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-57,network,1
Weekday,7,9.629902966,34.0441011,-118.4639193,21.42399979,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-57,network,1
Weekday,7,9.620250769,34.0440957,-118.463923,21.6970005,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-55,network,1
Weekday,7,9.627415342,34.044097,-118.4639145,21.61899948,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-57,network,1
Weekday,7,9.646768501,34.0440971,-118.4639145,21.62800026,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-56,network,1
Weekday,7,9.627554815,34.0440643,-118.4639493,21.05500031,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-57,network,1
Weekday,7,9.620664338,34.0440974,-118.4639051,21.82099915,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-57,network,1
Weekday,7,9.644191484,34.0440989,-118.4638976,21.79500008,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-57,network,1
Weekday,7,9.677723929,34.0441022,-118.4638813,24.02000046,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-57,network,1
Weekday,7,9.632415689,34.0440985,-118.4638967,21.74399948,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-57,network,1
Weekday,7,9.617931198,34.0440981,-118.4638965,23.97800064,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-57,network,1
Weekday,7,9.625100272,34.0440988,-118.4638973,24.03199959,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-57,network,1
Weekday,7,9.625186274,34.044099,-118.4638977,21.81399918,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-57,network,1
Weekday,7,9.653791689,34.0440998,-118.4638972,21.78899956,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-57,network,1
Weekday,7,9.644255957,34.0440992,-118.4638972,21.71299934,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-57,network,1
Weekday,7,9.610819092,34.0440995,-118.4638971,21.74200058,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-57,network,1
Weekday,7,9.579314962,34.0440994,-118.4638973,21.74200058,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-57,network,1
Weekday,7,9.638975228,34.0440993,-118.4638975,21.6970005,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-56,network,1
Weekday,8,9.620192082,34.0440987,-118.4638963,21.81900024,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-57,network,1
Weekday,8,9.632226386,34.0440963,-118.4639052,21.82799911,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-56,network,1
Weekday,8,9.620186928,34.0440977,-118.4638963,21.76399994,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-56,network,1
Weekday,8,9.620380829,34.0440963,-118.4639052,21.82799911,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-56,network,1
Weekday,8,9.627097954,34.044091,-118.4639137,21.07900047,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-56,network,1
Weekday,8,9.615294877,34.0440964,-118.4639053,21.82900047,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-56,network,1
Weekday,8,9.627297264,34.0440976,-118.4638961,21.74799919,0.0,0.0,1c:b7:2c:c7:60:1c,"""TheLongestWIFISSIDEver""",-56,network,1
